English,Italian,Positive,Negative,Anger,Anticipation,Disgust,Fear,Joy,Sadness,Surprise,Trust
quarry,cava,0,0,0,0,0,0,0,0,0,0
horseman,cavaliere,0,0,0,0,0,0,0,0,0,0
knight,cavaliere,1,0,0,0,0,0,0,0,0,0
mare,cavalla,0,0,0,0,0,0,0,0,0,0
cavalry,cavalleria,0,0,0,0,0,0,0,0,0,0
chivalry,cavalleria,1,0,0,0,0,0,0,0,0,0
grasshopper,cavalletta,0,0,0,0,0,0,0,0,0,0
easel,cavalletto,0,0,0,0,0,0,0,0,0,0
pony,cavallino,0,0,0,0,0,0,0,0,0,0
horse,cavallo,0,0,0,0,0,0,0,0,0,1
gelding,cavallo castrato,0,0,0,0,0,0,0,0,0,0
corkscrew,cavatappi,0,0,0,0,0,0,0,0,0,0
cavern,caverna,0,0,0,0,0,0,0,0,0,0
cavernous,cavernoso,0,0,0,0,0,0,0,0,0,0
ankle,caviglia,0,0,0,0,0,0,0,0,0,0
cavity,cavità,0,0,0,0,0,0,0,0,0,0
cable,cavo,0,0,0,0,0,0,0,0,1,0
cabbage,cavolo,0,0,0,0,0,0,0,0,0,0
cock,cazzo,0,0,0,0,0,0,0,0,0,0
prick,cazzo,0,1,1,0,1,1,0,0,1,0
blindness,cecità,0,1,0,0,0,0,0,1,0,0
cede,cedere,0,1,0,0,0,0,0,0,0,0
yielding,cedevole,0,0,0,0,0,0,0,0,0,0
divested,ceduto,0,1,0,0,0,0,0,0,0,0
celebrating,celebrando,1,0,0,1,0,0,1,0,0,0
celebrant,celebrante,0,0,0,0,0,0,0,0,0,0
celebration,celebrazione,1,0,0,1,0,0,1,0,1,1
celebrated,celebre,1,0,0,1,0,0,1,0,0,0
celebrity,celebrità,1,1,1,1,1,0,1,0,1,1
celestial,celeste,1,0,0,1,0,0,1,0,0,0
heavenly,celeste,1,0,0,1,0,0,1,0,0,1
celibacy,celibato,0,0,0,0,0,0,0,0,0,0
cell,cella,0,0,0,0,0,0,0,0,0,0
cellular,cellulare,0,0,0,0,0,0,0,0,0,0
celluloid,celluloide,0,0,0,0,0,0,0,0,0,0
cymbal,cembalo,0,0,0,0,0,0,0,0,0,0
cemented,cementato,0,0,0,0,0,0,0,0,0,0
cement,cemento,0,0,0,1,0,0,0,0,0,1
dinner,cena,1,0,0,0,0,0,0,0,0,0
supper,cena,0,0,0,0,0,0,0,0,0,0
dine,cenare,0,0,0,0,0,0,0,0,0,0
ash,cenere,0,1,0,0,0,0,0,0,0,0
ashes,ceneri,0,1,0,0,0,0,0,1,0,0
beck,cenno,0,0,0,0,0,0,0,0,0,0
nod,cenno,0,0,0,0,0,0,0,0,0,0
nodding,cenno del capo,0,0,0,0,0,0,0,0,0,0
census,censimento,0,0,0,0,0,0,0,0,0,0
censor,censore,0,1,1,0,1,1,0,0,0,1
censure,censura,0,1,0,0,0,0,0,0,0,0
centenary,centenario,0,0,0,0,0,0,0,0,0,0
centennial,centenario,0,0,0,0,0,0,0,0,0,0
cent,centesimo,0,0,0,0,0,0,0,0,0,0
hundredth,centesimo,0,0,0,0,0,0,0,0,0,0
penny,centesimo,0,0,0,0,0,0,0,0,0,0
centimeter,centimetro,0,0,0,0,0,0,0,0,0,0
hundred,cento,0,0,0,0,0,0,0,0,0,0
central,centrale,0,0,0,0,0,0,0,0,0,0
centrally,centrale,0,0,0,0,0,0,0,0,0,0
centrality,centralità,0,0,0,0,0,0,0,0,0,0
centralize,centralizzare,0,0,0,0,0,0,0,0,0,0
centralization,centralizzazione,0,0,0,0,0,0,0,0,0,0
centrifuge,centrifuga,0,0,0,0,0,0,0,0,0,0
centrifugal,centrifugo,0,0,0,0,0,0,0,0,0,0
center,centro,1,0,0,0,0,0,0,0,0,1
mall,centro commerciale,0,0,0,0,0,0,0,0,0,0
centurion,centurione,1,0,0,0,0,0,0,0,0,0
log,ceppo,0,0,0,0,0,0,0,0,0,0
wax,cera,0,0,0,0,0,0,0,0,0,0
beeswax,cera vergine,0,0,0,0,0,0,0,0,0,0
ceramics,ceramica,0,0,0,0,0,0,0,0,0,0
fawn,cerbiatto,0,1,0,0,0,0,0,0,0,0
prowl,cerca di preda,0,0,0,0,0,1,0,0,1,0
endeavor,cercare,1,0,0,1,0,0,0,0,0,0
seek,cercare,0,0,0,1,0,0,0,0,0,0
seeker,cercatore,0,0,0,0,0,0,0,0,0,0
circle,cerchio,0,0,0,0,0,0,0,0,0,0
hoop,cerchio,0,0,0,0,0,0,0,0,0,0
cereal,cereale,0,0,0,0,0,0,0,0,0,0
cereals,cereali,0,0,0,0,0,0,0,0,0,0
cerebral,cerebrale,1,0,0,0,0,0,0,0,0,0
ceremony,cerimonia,1,0,0,0,0,0,1,0,1,0
ceremonial,cerimoniale,0,0,0,0,0,0,0,0,0,0
hinge,cerniera,0,0,0,0,0,0,0,0,0,0
certainty,certezza,1,0,0,0,0,0,0,0,0,0
certify,certificare,0,0,0,0,0,0,0,0,0,1
certificate,certificato,0,0,0,0,0,0,0,0,0,0
brain,cervello,0,0,0,0,0,0,0,0,0,0
deer,cervo,0,0,0,0,0,0,0,0,0,0
hart,cervo,0,0,0,0,0,0,0,0,0,0
stag,cervo,0,0,0,0,0,0,0,0,0,0
shear,cesoia,0,0,0,0,0,0,0,0,0,0
bush,cespuglio,0,0,0,0,0,0,0,0,0,0
bushy,cespugliosa,0,0,0,0,0,0,0,0,0,0
cess,cess,0,1,0,0,1,0,0,0,0,0
cease,cessare,0,0,0,0,0,0,0,0,0,0
cessation,cessazione,0,1,0,0,0,0,0,0,0,0
discontinuance,cessazione,0,0,0,0,0,0,0,0,0,0
basket,cestino,0,0,0,0,0,0,0,0,0,0
chalet,chalet,0,0,0,0,0,0,0,0,0,0
champagne,Champagne,0,0,0,0,0,0,0,0,0,0
changer,changer,0,0,0,0,0,0,0,0,0,0
chapman,chapman,0,0,0,0,0,0,0,0,0,0
chaps,chaps,0,0,0,0,0,0,0,0,0,0
chartered,chartered,0,0,0,0,0,0,0,0,0,0
chateau,chateau,0,0,0,0,0,0,0,0,0,0
chattering,chattering,1,0,0,0,0,0,0,0,0,0
leaky,che perde,0,1,0,0,0,0,0,0,0,0
checker,checker,0,0,0,0,0,0,0,0,0,0
chemise,chemise,0,0,0,0,0,0,0,0,0,0
kerosene,cherosene,0,0,0,0,0,1,0,0,0,0
doer,chi fa,1,0,0,0,0,0,0,0,0,0
chat,chiacchierare,0,0,0,0,0,0,0,0,0,0
chatter,chiacchierio,0,0,0,0,0,0,0,0,0,0
call,chiamata,0,0,0,0,0,0,0,0,0,0
calling,chiamata,0,0,0,0,0,0,0,0,0,0
calls,Chiamate,0,1,0,1,0,0,0,0,0,1
clarity,chiarezza,0,0,0,0,0,0,0,0,0,0
clearness,chiarezza,1,0,0,0,0,0,0,0,0,0
clarify,chiarire,1,0,0,0,0,0,0,0,0,0
elucidate,chiarire,1,0,0,0,0,0,0,0,0,1
moonlight,chiaro di luna,0,0,0,0,0,0,0,0,0,0
clairvoyant,chiaroveggente,1,0,0,0,0,0,0,0,0,0
boisterous,chiassoso,1,1,1,1,0,0,1,0,0,0
barge,chiatta,0,0,0,0,0,0,0,0,0,0
clef,chiave,0,0,0,0,0,0,0,0,0,0
key,chiave,0,0,0,0,0,0,0,0,0,0
keystone,chiave di volta,1,0,0,0,0,0,0,0,0,0
latch,chiavistello,0,0,0,0,0,0,0,0,0,0
slick,chiazza di petrolio,0,0,0,0,0,0,0,0,0,0
chicane,chicane,0,1,0,1,0,0,0,0,1,1
church,chiesa,1,0,0,1,0,0,1,0,0,1
kirk,chiesa,0,0,0,0,0,0,0,0,0,0
keel,chiglia,0,0,0,0,0,0,0,0,0,0
kilogram,chilogrammo,0,0,0,0,0,0,0,0,0,0
mileage,chilometraggio,0,0,0,0,0,0,0,0,0,0
kilometer,chilometro,0,0,0,0,0,0,0,0,0,0
chimera,chimera,0,0,0,0,0,1,0,0,1,0
chemistry,chimica,0,0,0,0,0,0,0,0,0,0
chemist,chimico,1,0,0,0,0,0,0,0,0,1
kimono,chimono,0,0,0,0,0,0,0,0,0,0
stoop,chinarsi,0,0,0,0,0,0,0,0,0,0
chine,chine,0,0,0,0,0,0,0,0,0,0
chinook,chinook,0,0,0,0,0,0,0,0,0,0
cloves,chiodi di garofano,0,0,0,0,0,0,0,0,0,0
nail,chiodo,0,0,0,0,0,0,0,0,0,0
brad,chiodo senza testa,0,0,0,0,0,0,0,0,0,0
kiosk,chiosco,0,0,0,0,0,0,0,0,0,0
cloister,chiostro,0,1,0,0,0,0,0,0,0,0
chip,chip,0,0,0,0,0,0,0,0,0,0
chipping,chipping,0,0,0,0,0,0,0,0,0,0
surgery,chirurgia,0,0,0,0,0,1,0,1,0,0
surgeon,chirurgo,0,0,0,0,0,0,0,0,0,0
chit,chit,0,0,0,0,0,0,0,0,0,0
guitar,chitarra,0,0,0,0,0,0,0,0,0,0
close,chiudere,0,0,0,0,0,0,0,0,0,0
closed,chiuso,0,0,0,0,0,0,0,0,0,0
shut,chiuso,0,0,0,0,0,0,0,0,0,0
stuffy,chiuso,0,1,0,0,0,0,0,0,0,0
closure,chiusura,1,0,0,1,0,0,1,1,0,0
chutney,chutney,0,0,0,0,0,0,0,0,0,0
cobbler,ciabattino,0,0,0,0,0,0,0,0,0,0
waffle,cialda,0,1,1,0,0,0,0,1,0,0
bun,ciambella,0,0,0,0,0,0,0,0,0,0
doughnut,ciambella,0,0,0,0,0,0,0,0,0,0
drivel,ciance,0,1,0,0,1,0,0,0,0,0
cyanide,cianuro,0,1,0,0,0,1,0,0,0,0
ciao,Ciao,0,0,0,0,0,0,0,0,0,0
blather,ciarlare,0,1,0,0,0,0,0,0,0,0
chatty,ciarliero,0,1,0,0,0,0,0,0,0,0
food,cibo,1,0,0,0,0,0,1,0,0,1
buzzer,cicalino,0,0,0,0,0,0,0,0,0,0
scar,cicatrice,0,1,1,0,1,1,0,1,0,0
cyclical,ciclico,0,0,0,0,0,0,0,0,0,0
cyclist,ciclista,0,0,0,0,0,0,0,0,0,0
rider,ciclista,1,0,0,0,0,0,0,0,0,0
cycle,ciclo,0,0,0,0,0,0,0,0,0,0
cyclone,ciclone,0,1,0,0,0,1,0,0,1,0
hemlock,cicuta,0,0,0,0,0,0,0,0,0,0
blindly,ciecamente,0,1,0,0,0,0,0,1,0,0
heavens,cieli,1,0,0,0,0,0,1,0,0,1
sky,cielo,1,0,0,0,0,0,0,0,0,0
cipher,cifra,0,0,0,0,0,0,0,0,0,0
digit,cifra,0,0,0,0,0,0,0,0,0,1
figure,cifra,0,0,0,0,0,0,0,0,0,0
encrypt,cifrare,0,0,0,0,0,0,0,0,0,0
creaking,cigolio,0,1,0,0,0,0,0,0,0,0
cherry,ciliegia,1,0,0,0,0,0,0,0,0,0
cylindrical,cilindrico,0,0,0,0,0,0,0,0,0,0
cylinder,cilindro,0,0,0,0,0,0,0,0,0,0
heirloom,cimelio di famiglia,0,0,0,0,0,0,0,0,0,0
cemetery,cimitero,0,1,0,0,0,1,0,1,0,0
china,Cina,0,0,0,0,0,0,0,0,0,0
cinema,cinema,0,0,0,0,0,0,0,0,0,0
kinematics,cinematica,0,0,0,0,0,0,0,0,0,0
cinematography,cinematografia,0,0,0,0,0,0,0,0,0,0
cameraman,cineoperatore,0,0,0,0,0,0,0,0,0,0
strap,cinghia,0,0,0,0,0,0,0,0,0,0
boar,cinghiale,0,0,0,0,0,0,0,0,0,0
chirp,cinguettare,1,0,0,0,0,0,1,0,0,0
cynic,cinico,0,0,0,0,0,0,0,0,0,0
belt,cintura,0,1,1,0,0,1,0,0,0,0
girdle,cintura,0,0,0,0,0,0,0,0,0,0
chocolate,cioccolato,1,0,0,1,0,0,1,0,0,1
slouch,ciondolare,0,1,0,0,0,0,0,0,0,0
bowl,ciotola,0,0,0,0,0,0,0,0,0,0
bowls,ciotole,0,0,0,0,0,0,0,0,0,0
shingle,ciottoli,0,0,0,0,0,0,0,0,0,0
cobble,ciottolo,0,0,0,0,0,0,0,0,0,0
pebble,ciottolo,0,0,0,0,0,0,0,0,0,0
frown,cipiglio,0,1,0,0,0,0,0,1,0,0
onion,cipolla,0,0,0,0,0,0,0,0,0,0
approximately,circa,0,0,0,0,0,0,0,0,0,0
circus,circo,0,0,0,0,0,0,0,0,0,0
circular,circolare,0,0,0,0,0,0,0,0,0,0
circulation,circolazione,0,0,0,0,0,0,0,0,0,0
circumcision,circoncisione,1,0,0,0,0,0,0,0,0,0
encircling,circonda,0,0,0,0,0,0,0,0,0,0
encircle,circondare,0,0,0,0,0,0,0,0,0,0
encompass,circondare,0,0,0,0,0,0,0,0,0,0
surround,circondare,1,1,0,1,0,0,0,0,0,0
circumference,circonferenza,0,0,0,0,0,0,0,0,0,0
girth,circonferenza,0,0,0,0,0,0,0,0,0,0
circumferential,circonferenziale,0,0,0,0,0,0,0,0,0,0
circumvention,circonvenzione,1,1,0,0,0,0,0,0,0,0
convolution,circonvoluzione,0,0,0,0,0,0,0,0,0,0
circumscribed,circoscritto,0,0,0,0,0,0,0,0,0,0
circumstance,circostanza,0,0,0,0,0,0,0,0,0,0
circumstantial,circostanziato,0,0,0,0,0,0,0,0,0,0
circling,circuitazione,0,0,0,0,0,0,0,0,0,0
circuit,circuito,0,0,0,0,0,0,0,0,0,0
cirrus,cirro,0,0,0,0,0,0,0,0,0,0
cistern,cisterna,0,0,0,0,0,0,0,0,0,0
cyst,cisti,0,1,0,0,0,1,0,1,0,0
cystic,cistica,0,0,0,0,1,0,0,0,0,0
mention,citare,0,0,0,0,0,0,0,0,0,0
citation,citazione,0,0,0,0,0,0,0,0,0,0
quote,citazione,1,1,0,1,0,0,0,0,1,0
gopher,citello,0,0,0,0,0,0,0,0,0,0
intercom,citofono,0,0,0,0,0,0,0,0,0,0
cytomegalovirus,citomegalovirus,0,1,0,0,0,0,0,1,0,0
cytoplasm,citoplasma,0,0,0,0,0,0,0,0,0,0
citrine,citrino,0,0,0,0,0,0,0,0,0,0
city,città,0,0,0,0,0,0,0,0,0,0
town,città,0,0,0,0,0,0,0,0,0,0
campus,città universitaria,0,0,0,0,0,0,0,0,0,0
citadel,cittadella,0,0,0,0,0,0,0,0,0,0
citizen,cittadino,1,0,0,0,0,0,0,0,0,0
civic,civico,0,0,0,0,0,0,0,0,0,0
civil,civile,1,0,0,0,0,0,0,0,0,0
civilian,civile,0,0,0,0,0,0,0,0,0,0
civilized,civile,1,0,0,0,0,0,1,0,0,1
civility,civiltà,1,0,0,0,0,0,0,0,0,0
civilization,civiltà,1,0,0,0,0,0,0,0,0,1
clamor,clamore,0,1,1,1,1,0,0,0,1,0
clan,clan,0,0,0,0,0,0,0,0,0,1
clandestine,clandestino,0,0,0,0,0,0,0,0,0,0
clarinet,clarinetto,0,0,0,0,0,0,0,0,0,0
class,classe,0,0,0,0,0,0,0,0,0,0
classics,classici,1,0,0,0,0,0,1,0,0,0
classic,classico,1,0,0,0,0,0,0,0,0,0
classical,classico,1,0,0,0,0,0,0,0,0,0
classify,classificare,1,0,0,0,0,0,0,0,0,0
classification,classificazione,0,0,0,0,0,0,0,0,0,0
clause,clausola,0,0,0,0,0,0,0,0,0,0
clauses,clausole,0,0,0,0,0,0,0,0,0,0
harpsichord,clavicembalo,0,0,0,0,0,0,0,0,0,0
clemency,clemenza,0,0,0,0,0,0,0,0,0,0
leniency,clemenza,0,0,0,0,0,0,0,0,0,0
clerical,clericale,1,0,0,0,0,0,0,0,0,1
clergy,clero,0,0,0,0,0,0,0,0,0,0
hourglass,clessidra,0,0,0,0,0,0,0,0,0,0
client,cliente,0,0,0,0,0,0,0,0,0,0
customer,cliente,1,0,0,0,0,0,0,0,0,0
clientele,clientela,0,0,0,0,0,0,0,0,0,0
climate,clima,0,0,0,0,0,0,0,0,0,0
climatology,climatologia,0,0,0,0,0,0,0,0,0,0
climax,climax,1,0,0,1,0,0,1,0,1,1
clip,clip,0,0,0,0,0,0,0,0,0,0
clipper,clipper,0,0,0,0,0,0,0,0,0,0
enema,clistere,0,0,0,0,1,0,0,0,0,0
chloroform,cloroformio,0,1,0,0,0,0,0,0,0,0
clothesline,clothesline,0,0,0,0,0,0,0,0,0,0
clown,clown,1,0,0,1,0,0,1,0,1,0
club,club,0,0,0,0,0,0,0,0,0,0
clubs,club,0,0,0,0,0,0,0,0,0,0
clubhouse,clubhouse,0,0,0,0,0,0,0,0,0,0
coagulation,coagulazione,0,0,0,0,0,0,0,0,0,0
clot,coagulo,0,0,0,0,0,0,0,0,0,0
coalition,coalizione,1,0,0,0,0,0,0,0,0,0
cobalt,cobalto,0,0,0,0,0,0,0,0,0,0
cobra,cobra,0,0,0,0,0,1,0,0,0,0
cocaine,cocaina,0,1,0,0,0,0,0,1,0,0
crocodile,coccodrillo,0,0,0,0,0,1,0,0,0,0
cuddle,coccolare,1,0,0,0,0,0,1,0,0,1
pamper,coccolare,0,0,0,0,0,0,0,0,0,0
cocktail,cocktail,0,0,0,0,0,0,0,0,0,0
queue,coda,0,0,0,0,0,0,0,0,0,0
tail,coda,0,0,0,0,0,0,0,0,0,0
cowardice,codardia,0,1,0,0,0,1,0,0,0,0
code,codice,0,0,0,0,0,0,0,0,0,0
codex,codice,0,0,0,0,0,0,0,0,0,0
codify,codificare,0,0,0,0,0,0,0,0,0,0
encode,codificare,0,0,0,0,0,0,0,0,0,0
codification,codificazione,0,0,0,0,0,0,0,0,0,0
coefficient,coefficiente,0,0,0,0,0,0,0,0,0,0
coercive,coercitivo,0,0,0,0,0,0,0,0,0,0
coercion,coercizione,0,1,1,0,1,1,0,1,0,0
coherent,coerente,1,0,0,0,0,0,0,0,0,0
consistent,coerente,0,0,0,0,0,0,0,0,0,0
coherence,coerenza,1,0,0,0,0,0,0,0,0,0
consistency,coerenza,1,0,0,0,0,0,0,0,0,1
cohesion,coesione,0,0,0,0,0,0,0,0,0,1
coexisting,coesistenti,0,0,0,0,0,0,0,0,0,1
coexistence,coesistenza,0,0,0,0,0,0,0,0,0,0
coexist,coesistere,1,0,0,0,0,0,0,0,0,1
cohesive,coesivo,1,0,0,0,0,0,0,0,0,1
casket,cofanetto,0,1,0,0,0,1,0,1,0,0
bonnet,cofano,0,0,0,0,0,0,0,0,0,0
cull,cogliere,0,1,0,0,0,0,0,0,0,0
cognition,cognizione,0,0,0,0,0,0,0,0,0,0
surname,cognome,0,0,0,0,0,0,0,0,0,0
coincident,coincidente,0,0,0,0,0,0,0,0,0,0
coincidence,coincidenza,0,0,0,0,0,0,0,0,1,0
coinciding,coincidenza,0,0,0,0,0,0,0,0,0,0
concurrence,coincidenza,0,0,0,0,0,0,0,0,0,0
coincide,coincidere,0,0,0,0,0,0,0,0,0,0
involvement,coinvolgimento,0,0,1,0,0,0,0,0,0,0
embroiled,coinvolto,0,1,0,0,0,0,0,0,0,0
coke,coke,0,0,0,0,0,0,0,0,0,0
breakfast,colazione,1,0,0,0,0,0,0,0,0,0
cholera,colera,0,1,0,0,1,1,0,1,0,0
hummingbird,colibrì,0,0,0,0,0,0,0,0,0,0
colic,colica,0,1,0,0,0,0,0,0,0,0
glue,colla,0,0,0,0,0,0,0,0,0,0
cooperate,collaborare,1,0,0,0,0,0,0,0,0,0
collaborator,collaboratore,0,0,0,0,0,0,0,0,0,1
contributor,collaboratore,1,0,0,0,0,0,0,0,0,1
coworker,collaboratore,0,0,0,0,0,0,0,0,0,0
partnership,collaborazione,1,0,0,0,0,0,0,0,0,1
necklace,collana,0,0,0,0,0,0,0,0,0,0
tights,collant,0,0,0,0,0,0,0,0,0,0
collar,collare,0,0,0,0,0,0,0,0,0,0
collateral,collaterale,0,0,0,0,0,0,0,0,0,1
colleague,collega,0,0,0,0,0,0,0,0,0,0
connection,collegamento,0,0,0,0,0,0,0,0,0,0
liaison,collegamento,0,1,0,0,0,0,0,0,0,0
link,collegamento,0,0,0,0,0,0,0,0,0,0
connect,collegare,0,0,0,0,0,0,0,0,0,0
connected,collegato,0,0,0,0,0,0,0,0,0,0
related,collegato,0,0,0,0,0,0,0,0,0,1
collegiate,collegiato,0,0,0,0,0,0,0,0,0,0
college,collegio,0,0,0,0,0,0,0,0,0,0
rage,collera,0,1,1,0,0,0,0,0,0,0
collectively,collettivamente,1,0,0,0,0,0,0,0,0,1
collective,collettivo,0,0,0,0,0,0,0,0,0,0
collector,collettore,0,0,0,0,0,0,0,0,0,0
gatherer,collettore,0,0,0,0,0,0,0,0,0,0
collection,collezione,0,0,0,0,0,0,0,0,0,0
collie,collie,0,0,0,0,0,0,0,0,0,0
hill,collina,0,0,0,0,0,0,0,0,0,0
knoll,collinetta,0,0,0,0,0,0,0,0,0,0
hilly,collinoso,0,0,0,0,0,0,0,0,0,0
collision,collisione,0,1,1,0,0,0,0,0,0,0
neck,collo,0,0,0,0,0,0,0,0,0,0
collocation,collocazione,0,0,0,0,0,0,0,0,0,0
colloquial,colloquiale,0,0,0,0,0,0,0,0,0,0
interview,colloquio,0,0,0,0,0,0,0,0,0,0
collusion,collusione,0,1,1,0,1,1,0,1,0,0
colophon,colofone,0,0,0,0,0,0,0,0,0,0
dove,colomba,1,0,0,1,0,0,1,0,0,1
colon,colon,0,0,0,0,0,0,0,0,0,0
colony,colonia,0,0,0,0,0,0,0,0,0,0
colonial,coloniale,0,0,0,0,0,0,0,0,0,0
column,colonna,0,0,0,0,0,0,0,0,0,0
columnar,colonnare,0,0,0,0,0,0,0,0,0,0
colonel,colonnello,1,0,0,0,0,0,0,0,0,1
colored,colorato,0,0,0,0,0,0,0,0,0,0
coloration,colorazione,0,0,0,0,0,0,0,0,0,0
coloring,colorazione,0,0,0,0,0,0,0,0,0,0
color,colore,0,0,0,0,0,0,0,0,0,0
hue,colore,0,0,0,0,0,0,0,0,0,0
colors,colori,0,0,0,0,0,0,0,0,0,0
colossal,colossale,1,0,0,0,0,0,0,0,0,0
behemoth,colosso,0,1,0,0,0,1,0,0,0,0
blame,colpa,0,1,1,0,1,0,0,0,0,0
guilt,colpa,0,1,0,0,1,0,0,1,0,0
culpable,colpevole,0,1,0,0,0,0,0,0,0,0
culprit,colpevole,0,1,0,0,0,0,0,0,0,0
guilty,colpevole,0,1,1,0,0,0,0,1,0,0
culpability,colpevolezza,0,1,0,0,0,0,0,0,0,0
hit,colpire,0,1,1,0,0,0,0,0,0,0
poke,colpire,0,1,0,1,0,0,0,0,0,0
smitten,colpito,1,0,0,0,0,0,0,0,0,0
stricken,colpito,0,0,0,0,0,0,0,1,0,0
jab,colpo,0,0,1,0,0,0,0,0,0,0
whack,colpo,0,1,0,0,0,0,0,0,0,0
fluke,colpo di fortuna,0,0,0,0,0,0,0,0,1,0
coup,colpo di stato,0,0,1,0,0,0,0,0,1,0
knife,coltello,0,0,0,0,0,0,0,0,0,0
cultivate,coltivare,1,0,0,1,0,0,0,0,0,1
cultivated,coltivato,1,0,0,0,0,0,0,0,0,0
cultivation,coltivazione,1,0,0,0,0,0,0,0,0,0
coma,coma,0,1,0,0,0,1,0,1,0,0
commandant,comandante,1,0,0,0,0,0,0,0,0,1
commander,comandante,0,0,0,0,0,0,0,0,0,0
commanding,comandante,1,0,0,0,0,0,0,0,0,1
command,comando,0,0,0,0,0,0,0,0,0,0
comatose,comatoso,0,1,0,0,0,1,0,1,0,0
combatant,combattente,0,1,1,0,0,1,0,0,0,0
fighter,combattente,0,0,0,0,0,0,0,0,0,0
fighting,combattente,0,1,1,0,0,0,0,0,0,0
combat,combattimento,0,1,1,0,0,1,0,0,0,0
fight,combattimento,0,1,1,0,0,1,0,0,0,0
battled,combattuto,0,1,1,0,0,1,0,1,0,0
combined,combinato,0,0,0,0,0,0,0,0,0,0
combinatorial,combinatoria,0,0,0,0,0,0,0,0,0,0
combination,combinazione,0,0,0,0,0,0,0,0,0,0
combustible,combustibile,0,0,0,0,0,0,0,0,0,0
combustion,combustione,0,0,0,0,0,0,0,0,0,0
leathery,come il cuoio,0,0,0,0,0,0,0,0,0,0
comet,cometa,0,0,0,0,0,0,0,0,0,0
comfort,comfort,1,0,0,1,0,0,1,0,0,1
comic,comico,0,0,0,0,0,0,0,0,0,0
comical,comico,0,0,0,0,0,0,0,0,0,0
commence,cominciare,0,0,0,0,0,0,0,0,0,0
committee,comitato,0,0,0,0,0,0,0,0,0,1
caucus,comitato elettorale,0,0,0,0,0,0,0,0,0,0
comedy,commedia,0,0,0,0,0,0,0,0,0,0
commemorate,commemorare,1,0,0,1,0,0,1,1,0,0
commemorative,commemorativo,1,0,0,1,0,0,0,0,0,0
commemoration,commemorazione,1,0,0,1,0,0,1,0,0,0
diner,commensale,0,0,0,0,0,0,0,0,0,0
commentator,commentatore,1,0,0,0,0,0,0,0,0,0
comment,commento,0,0,0,0,0,0,0,0,0,0
commentary,commento,0,0,0,0,0,0,0,0,0,0
commercial,commerciale,0,0,0,0,0,0,0,0,0,0
dealer,commerciante,0,0,0,0,0,0,0,0,0,0
merchant,commerciante,0,0,0,0,0,0,0,0,0,1
trader,commerciante,0,0,0,0,0,0,0,0,0,0
commerce,commercio,0,0,0,0,0,0,0,0,0,1
trade,commercio,0,0,0,0,0,0,0,0,0,1
salesman,commesso,0,0,0,0,0,0,0,0,0,0
edible,commestibile,0,0,0,0,0,0,0,0,0,0
commit,commettere,0,0,0,0,0,0,0,0,0,0
commissary,commissario,0,0,0,0,0,0,0,0,0,0
commissioner,commissario,0,0,0,0,0,0,0,0,0,0
commission,commissione,0,0,0,0,0,0,0,0,0,1
errand,commissione,1,0,0,1,0,0,0,0,0,1
commensurate,commisurato,0,0,0,0,0,0,0,0,0,0
committal,committal,0,1,0,0,0,0,0,1,0,0
commodore,commodoro,1,0,0,0,0,0,0,0,0,1
poignant,commovente,0,0,0,0,0,0,0,0,0,0
concussion,commozione cerebrale,0,1,1,0,0,0,0,1,0,0
commute,commutare,1,0,0,0,0,0,0,0,0,0
commutative,commutativa,0,0,0,0,0,0,0,0,0,0
commutation,commutazione,1,0,0,0,0,0,0,0,0,0
amenity,comodità,1,0,0,0,0,0,0,0,0,0
conveniences,comodità,0,0,0,0,0,0,0,0,0,0
companionship,compagnia,0,0,0,0,0,0,0,0,0,0
buddy,compagno,1,0,0,1,0,0,1,0,0,1
companion,compagno,1,0,0,0,0,0,1,0,0,1
comrade,compagno,1,0,0,0,0,0,0,0,0,1
fellow,compagno,1,0,0,0,0,0,0,0,0,1
mate,compagno,1,0,0,0,0,0,0,0,0,1
partner,compagno,1,0,0,0,0,0,0,0,0,0
classmate,compagno di classe,0,0,0,0,0,0,0,0,0,0
comparable,comparabile,0,0,0,0,0,0,0,0,0,0
comparatively,comparativamente,0,0,0,0,0,0,0,0,0,0
comparative,comparativo,0,0,0,0,0,0,0,0,0,0
prim,compassato,0,0,0,0,0,0,0,0,0,0
staid,compassato,0,0,0,0,0,0,0,0,0,0
compassion,compassione,1,0,0,0,0,1,0,0,0,0
compassionate,compassionevole,1,0,0,0,0,0,0,0,0,0
compatible,compatibile,1,0,0,0,0,0,0,0,0,0
compatibility,Compatibilità,1,0,0,0,0,0,0,0,0,0
countryman,compatriota,0,0,0,0,0,0,0,0,0,1
compaction,compattazione,0,0,0,0,0,0,0,0,0,0
compactness,compattezza,0,0,0,0,0,0,0,0,0,0
compact,compatto,0,0,0,0,0,0,0,0,0,1
compendium,compendio,0,0,0,0,0,0,0,0,0,0
compensate,compensare,1,0,0,1,0,0,1,0,1,1
offset,compensare,1,0,0,1,0,0,0,0,0,0
compensatory,compensativo,1,0,0,0,0,0,0,0,0,0
compensation,compensazione,0,0,0,0,0,0,0,0,0,0
competent,competente,1,0,0,0,0,0,0,0,0,1
competence,competenza,1,0,0,0,0,0,0,0,0,1
competency,competenza,1,0,0,0,0,0,0,0,0,1
competitive,competitivo,0,0,0,0,0,0,0,0,0,0
